"gene_name","taxa_included","identical_sequences"
"Gasterosteus_aculeatus.groupXIII.13364869.13365070.fas","97","107"
"Gasterosteus_aculeatus.groupXIII.14046265.14045973.fas","92","31"
"Gasterosteus_aculeatus.groupXIII.14515679.14515477.fas","95","113"
"Gasterosteus_aculeatus.groupXIII.14537225.14537072.fas","70","160"
"Gasterosteus_aculeatus.groupXIII.14541002.14540873.fas","95","2038"
"Gasterosteus_aculeatus.groupXIII.14760961.14761265.fas","75","649"
"Gasterosteus_aculeatus.groupXIII.14775811.14775995.fas","96","456"
"Gasterosteus_aculeatus.groupXIII.14776577.14776761.fas","90","580"
"Gasterosteus_aculeatus.groupXIII.14813118.14813619.fas","59","12"
"Gasterosteus_aculeatus.groupXIII.14813753.14814288.fas","63","109"
"Gasterosteus_aculeatus.groupXIII.14856612.14856366.fas","97","312"
"Gasterosteus_aculeatus.groupXIII.14857125.14856946.fas","96","424"
"Gasterosteus_aculeatus.groupXIII.15011259.15011019.fas","96","1184"
"Gasterosteus_aculeatus.groupXIII.15370097.15370261.fas","97","1069"
"Gasterosteus_aculeatus.groupXIII.15376119.15376313.fas","95","258"
"Gasterosteus_aculeatus.groupXIII.15438199.15438383.fas","95","161"
"Gasterosteus_aculeatus.groupXIII.15445444.15445247.fas","75","160"
"Gasterosteus_aculeatus.groupXIII.15446784.15446619.fas","95","248"
"Gasterosteus_aculeatus.groupXIII.16324676.16324507.fas","90","370"
"Gasterosteus_aculeatus.groupXIII.16381492.16381655.fas","80","695"
"Gasterosteus_aculeatus.groupXIII.16388868.16389050.fas","95","900"
"Gasterosteus_aculeatus.groupXIII.16614217.16613997.fas","97","1025"
"Gasterosteus_aculeatus.groupXIII.18014120.18014316.fas","77","734"
"Gasterosteus_aculeatus.groupXIII.18345958.18346114.fas","97","491"
"Gasterosteus_aculeatus.groupXIII.2170248.2170121.fas","61","605"
"Gasterosteus_aculeatus.groupXIII.349836.349972.fas","68","405"
"Gasterosteus_aculeatus.groupXIII.5176761.5176424.fas","64","201"
"Gasterosteus_aculeatus.groupXIII.6695370.6695197.fas","58","89"
"Gasterosteus_aculeatus.groupXIII.7403553.7403689.fas","71","329"
"Gasterosteus_aculeatus.groupXIII.8438126.8438351.fas","90","275"
"Gasterosteus_aculeatus.groupXIII.8563445.8563609.fas","96","2781"
"Gasterosteus_aculeatus.groupXIII.8748848.8748687.fas","94","324"
"Gasterosteus_aculeatus.groupXIII.9052677.9052492.fas","83","148"
"Gasterosteus_aculeatus.groupXIII.9053121.9052949.fas","70","57"
"Gasterosteus_aculeatus.groupXIII.9232381.9232593.fas","79","290"
"Gasterosteus_aculeatus.groupXIII.9237289.9237459.fas","96","171"
"Gasterosteus_aculeatus.groupXIII.9239398.9239602.fas","94","127"
"Gasterosteus_aculeatus.groupXIII.9239719.9239895.fas","96","997"
"Gasterosteus_aculeatus.groupXIII.9241211.9241404.fas","94","164"
"Gasterosteus_aculeatus.groupXIII.9266522.9266671.fas","67","695"
"Gasterosteus_aculeatus.groupXIII.9321849.9321989.fas","97","537"
"Gasterosteus_aculeatus.groupXIII.9487681.9487506.fas","64","186"
"Gasterosteus_aculeatus.groupXIII.9607157.9606950.fas","57","49"
"Gasterosteus_aculeatus.groupXIII.9818443.9818267.fas","50","48"
"Gasterosteus_aculeatus.groupXIV.100871.100739.fas","97","589"
"Gasterosteus_aculeatus.groupXIV.1087354.1087482.fas","83","812"
"Gasterosteus_aculeatus.groupXIV.1320680.1320965.fas","96","80"
"Gasterosteus_aculeatus.groupXIV.14066234.14066446.fas","91","752"
"Gasterosteus_aculeatus.groupXIV.1723133.1723266.fas","90","848"
"Gasterosteus_aculeatus.groupXIV.2692962.2693120.fas","69","550"
"Gasterosteus_aculeatus.groupXIV.2698321.2698539.fas","72","518"
"Gasterosteus_aculeatus.groupXIV.2962418.2962224.fas","77","82"
"Gasterosteus_aculeatus.groupXIV.3144480.3144306.fas","76","123"
"Gasterosteus_aculeatus.groupXIV.3562548.3562777.fas","95","438"
"Gasterosteus_aculeatus.groupXIV.3896173.3896323.fas","93","1281"
"Gasterosteus_aculeatus.groupXIV.3937651.3937793.fas","76","429"
"Gasterosteus_aculeatus.groupXIV.4019403.4019208.fas","91","71"
"Gasterosteus_aculeatus.groupXIV.4271275.4271416.fas","96","436"
"Gasterosteus_aculeatus.groupXIV.5173445.5173090.fas","67","29"
"Gasterosteus_aculeatus.groupXIV.5773579.5774222.fas","79","70"
"Gasterosteus_aculeatus.groupXIV.5910678.5910838.fas","95","212"
"Gasterosteus_aculeatus.groupXIV.6000864.6001127.fas","97","198"
"Gasterosteus_aculeatus.groupXIV.6005444.6005579.fas","58","539"
"Gasterosteus_aculeatus.groupXIV.622775.622977.fas","95","256"
"Gasterosteus_aculeatus.groupXIV.6589475.6589644.fas","96","309"
"Gasterosteus_aculeatus.groupXIV.6957214.6957046.fas","97","549"
"Gasterosteus_aculeatus.groupXIV.7058806.7058643.fas","84","196"
"Gasterosteus_aculeatus.groupXIV.7366748.7366585.fas","97","312"
"Gasterosteus_aculeatus.groupXIV.7697144.7697322.fas","81","641"
"Gasterosteus_aculeatus.groupXIV.7958013.7958170.fas","61","471"
"Gasterosteus_aculeatus.groupXIV.8618802.8619033.fas","83","52"
"Gasterosteus_aculeatus.groupXIX.11468297.11468494.fas","70","185"
"Gasterosteus_aculeatus.groupXIX.12053920.12054060.fas","97","473"
"Gasterosteus_aculeatus.groupXIX.12708386.12708555.fas","97","447"
"Gasterosteus_aculeatus.groupXIX.12877188.12877387.fas","69","124"
"Gasterosteus_aculeatus.groupXIX.12976183.12975997.fas","53","51"
"Gasterosteus_aculeatus.groupXIX.12976506.12976286.fas","55","111"
"Gasterosteus_aculeatus.groupXIX.12976771.12976602.fas","93","494"
"Gasterosteus_aculeatus.groupXIX.14497357.14496225.fas","60","0"
"Gasterosteus_aculeatus.groupXIX.14577650.14577456.fas","94","41"
"Gasterosteus_aculeatus.groupXIX.14645489.14645674.fas","95","1219"
"Gasterosteus_aculeatus.groupXIX.14666363.14666585.fas","93","813"
"Gasterosteus_aculeatus.groupXIX.14973130.14972975.fas","55","275"
"Gasterosteus_aculeatus.groupXIX.15085197.15085469.fas","56","464"
"Gasterosteus_aculeatus.groupXIX.15690846.15691193.fas","95","63"
"Gasterosteus_aculeatus.groupXIX.16683736.16683572.fas","93","439"
"Gasterosteus_aculeatus.groupXIX.16693753.16693516.fas","95","407"
"Gasterosteus_aculeatus.groupXIX.16760830.16760707.fas","92","2353"
"Gasterosteus_aculeatus.groupXIX.16797907.16797722.fas","90","753"
"Gasterosteus_aculeatus.groupXIX.16798146.16798005.fas","86","853"
"Gasterosteus_aculeatus.groupXIX.17612376.17612511.fas","65","499"
"Gasterosteus_aculeatus.groupXIX.1761649.1761464.fas","94","1757"
"Gasterosteus_aculeatus.groupXIX.1762450.1762287.fas","75","479"
"Gasterosteus_aculeatus.groupXIX.1762983.1762735.fas","95","772"
"Gasterosteus_aculeatus.groupXIX.1766744.1766604.fas","87","588"
"Gasterosteus_aculeatus.groupXIX.1767425.1767274.fas","96","200"
"Gasterosteus_aculeatus.groupXIX.1769156.1769016.fas","93","1622"
"Gasterosteus_aculeatus.groupXIX.1774911.1774708.fas","95","319"
"Gasterosteus_aculeatus.groupXIX.18021050.18021246.fas","92","297"
"Gasterosteus_aculeatus.groupXIX.18045004.18045161.fas","92","535"
"Gasterosteus_aculeatus.groupXIX.18724836.18724688.fas","67","444"
"Gasterosteus_aculeatus.groupXIX.18733002.18732843.fas","91","521"
"Gasterosteus_aculeatus.groupXIX.19614994.19614837.fas","73","758"
"Gasterosteus_aculeatus.groupXIX.19923871.19923747.fas","94","2581"
"Gasterosteus_aculeatus.groupXIX.2404878.2405010.fas","96","1241"
"Gasterosteus_aculeatus.groupXIX.2971185.2971374.fas","94","1363"
"Gasterosteus_aculeatus.groupXIX.4368519.4368740.fas","62","211"
"Gasterosteus_aculeatus.groupXIX.4461522.4461667.fas","92","878"
"Gasterosteus_aculeatus.groupXIX.4943898.4944173.fas","61","33"
"Gasterosteus_aculeatus.groupXIX.5285314.5285446.fas","94","925"
"Gasterosteus_aculeatus.groupXIX.6146406.6146648.fas","86","140"
"Gasterosteus_aculeatus.groupXIX.6184715.6184926.fas","89","153"
"Gasterosteus_aculeatus.groupXIX.6440567.6440434.fas","62","270"
"Gasterosteus_aculeatus.groupXIX.6856985.6857107.fas","80","1005"
"Gasterosteus_aculeatus.groupXIX.6865991.6865791.fas","54","91"
"Gasterosteus_aculeatus.groupXIX.7096256.7096079.fas","96","121"
"Gasterosteus_aculeatus.groupXIX.7402739.7402616.fas","90","568"
"Gasterosteus_aculeatus.groupXIX.7519496.7518389.fas","49","3"
"Gasterosteus_aculeatus.groupXIX.9055879.9056050.fas","95","1799"
"Gasterosteus_aculeatus.groupXIX.9056414.9056543.fas","70","960"
"Gasterosteus_aculeatus.groupXV.11298907.11298719.fas","59","67"
"Gasterosteus_aculeatus.groupXV.11645425.11645270.fas","76","390"
"Gasterosteus_aculeatus.groupXV.11713202.11713028.fas","52","150"
"Gasterosteus_aculeatus.groupXV.12203788.12203914.fas","80","1970"
"Gasterosteus_aculeatus.groupXV.13154265.13154397.fas","97","3658"
"Gasterosteus_aculeatus.groupXV.13155790.13155981.fas","67","616"
"Gasterosteus_aculeatus.groupXV.13254835.13254619.fas","89","283"
"Gasterosteus_aculeatus.groupXV.13283608.13283410.fas","74","381"
"Gasterosteus_aculeatus.groupXV.14109443.14109859.fas","50","6"
"Gasterosteus_aculeatus.groupXV.14111585.14111745.fas","96","539"
"Gasterosteus_aculeatus.groupXV.1590426.1590064.fas","56","5"
"Gasterosteus_aculeatus.groupXV.1659212.1659072.fas","94","1121"
"Gasterosteus_aculeatus.groupXV.1761807.1761963.fas","76","280"
"Gasterosteus_aculeatus.groupXV.1773228.1773370.fas","96","1010"
"Gasterosteus_aculeatus.groupXV.1774666.1774877.fas","89","196"
"Gasterosteus_aculeatus.groupXV.1775459.1775610.fas","84","901"
"Gasterosteus_aculeatus.groupXV.1776534.1776774.fas","90","203"
"Gasterosteus_aculeatus.groupXV.1781433.1781631.fas","90","1173"
"Gasterosteus_aculeatus.groupXV.1789232.1789430.fas","94","2928"
"Gasterosteus_aculeatus.groupXV.1794268.1794530.fas","78","24"
"Gasterosteus_aculeatus.groupXV.1796520.1796733.fas","77","231"
"Gasterosteus_aculeatus.groupXV.1798721.1798874.fas","78","813"
"Gasterosteus_aculeatus.groupXV.1800058.1800215.fas","80","810"
"Gasterosteus_aculeatus.groupXV.1802208.1802402.fas","56","92"
"Gasterosteus_aculeatus.groupXV.1997572.1997424.fas","96","229"
"Gasterosteus_aculeatus.groupXV.2873995.2874129.fas","97","1417"
"Gasterosteus_aculeatus.groupXV.298816.298643.fas","92","477"
"Gasterosteus_aculeatus.groupXV.4774032.4771458.fas","57","0"
"Gasterosteus_aculeatus.groupXV.4830456.4830214.fas","79","28"
"Gasterosteus_aculeatus.groupXV.4920210.4920056.fas","97","1020"
"Gasterosteus_aculeatus.groupXV.4924129.4923996.fas","89","225"
"Gasterosteus_aculeatus.groupXV.4924439.4924319.fas","92","1061"
"Gasterosteus_aculeatus.groupXV.4938407.4938684.fas","87","46"
"Gasterosteus_aculeatus.groupXV.4998534.4998654.fas","82","1362"
"Gasterosteus_aculeatus.groupXV.4999838.5000087.fas","66","153"
"Gasterosteus_aculeatus.groupXV.5385634.5386146.fas","74","6"
"Gasterosteus_aculeatus.groupXV.5416784.5416596.fas","84","686"
"Gasterosteus_aculeatus.groupXV.5417389.5417186.fas","94","116"
"Gasterosteus_aculeatus.groupXV.5417677.5417494.fas","79","95"
"Gasterosteus_aculeatus.groupXV.5418104.5417929.fas","89","363"
"Gasterosteus_aculeatus.groupXV.5432014.5431874.fas","62","423"
"Gasterosteus_aculeatus.groupXV.5433780.5433550.fas","83","320"
"Gasterosteus_aculeatus.groupXV.5439038.5438868.fas","97","652"
"Gasterosteus_aculeatus.groupXV.5522118.5521944.fas","88","356"
"Gasterosteus_aculeatus.groupXV.5654951.5655699.fas","53","0"
"Gasterosteus_aculeatus.groupXV.5756393.5755754.fas","58","12"
"Gasterosteus_aculeatus.groupXV.5815407.5815568.fas","58","293"
"Gasterosteus_aculeatus.groupXV.7944369.7944235.fas","82","599"
"Gasterosteus_aculeatus.groupXV.8309583.8309841.fas","77","95"
"Gasterosteus_aculeatus.groupXV.9651179.9651351.fas","85","233"
"Gasterosteus_aculeatus.groupXV.9685063.9684846.fas","75","78"
"Gasterosteus_aculeatus.groupXV.9688035.9687885.fas","77","278"
"Gasterosteus_aculeatus.groupXV.9689264.9689052.fas","94","88"
"Gasterosteus_aculeatus.groupXV.9692006.9691802.fas","64","34"
"Gasterosteus_aculeatus.groupXV.9696816.9696604.fas","96","56"
"Gasterosteus_aculeatus.groupXV.9813919.9814054.fas","95","1265"
"Gasterosteus_aculeatus.groupXV.9849553.9849703.fas","71","472"
"Gasterosteus_aculeatus.groupXVI.10380754.10380609.fas","54","186"
"Gasterosteus_aculeatus.groupXVI.10381095.10380883.fas","96","1674"
"Gasterosteus_aculeatus.groupXVI.10404917.10404597.fas","87","653"
"Gasterosteus_aculeatus.groupXVI.10413131.10412991.fas","96","267"
"Gasterosteus_aculeatus.groupXVI.10439226.10439712.fas","58","2"
"Gasterosteus_aculeatus.groupXVI.10446416.10446282.fas","80","1239"
"Gasterosteus_aculeatus.groupXVI.10658663.10658541.fas","97","620"
"Gasterosteus_aculeatus.groupXVI.11640305.11641557.fas","51","0"
"Gasterosteus_aculeatus.groupXVI.13205403.13205260.fas","86","773"
"Gasterosteus_aculeatus.groupXVI.14095579.14095432.fas","90","332"
"Gasterosteus_aculeatus.groupXVI.17690251.17690127.fas","68","191"
"Gasterosteus_aculeatus.groupXVI.17881136.17881303.fas","73","347"
"Gasterosteus_aculeatus.groupXVI.17942470.17942670.fas","96","639"
"Gasterosteus_aculeatus.groupXVI.2241831.2241968.fas","87","696"
"Gasterosteus_aculeatus.groupXVI.2447231.2447435.fas","86","119"
"Gasterosteus_aculeatus.groupXVI.2452991.2453116.fas","92","895"
"Gasterosteus_aculeatus.groupXVI.2475224.2475391.fas","75","671"
"Gasterosteus_aculeatus.groupXVI.2476903.2477059.fas","80","1190"
"Gasterosteus_aculeatus.groupXVI.2477738.2477980.fas","95","368"
"Gasterosteus_aculeatus.groupXVI.2581013.2581147.fas","86","1975"
"Gasterosteus_aculeatus.groupXVI.3012640.3012490.fas","97","511"
"Gasterosteus_aculeatus.groupXVI.3039973.3039818.fas","84","1615"
"Gasterosteus_aculeatus.groupXVI.3195927.3196079.fas","96","1969"
"Gasterosteus_aculeatus.groupXVI.3197511.3197646.fas","65","588"
"Gasterosteus_aculeatus.groupXVI.3907947.3907752.fas","78","830"
"Gasterosteus_aculeatus.groupXVI.5864181.5864431.fas","95","139"
"Gasterosteus_aculeatus.groupXVI.6356286.6355819.fas","82","33"
"Gasterosteus_aculeatus.groupXVI.6374665.6374869.fas","78","20"
"Gasterosteus_aculeatus.groupXVI.7213744.7213912.fas","68","219"
"Gasterosteus_aculeatus.groupXVI.7660834.7661017.fas","96","196"
"Gasterosteus_aculeatus.groupXVI.7719386.7718937.fas","84","18"
"Gasterosteus_aculeatus.groupXVI.7739035.7738841.fas","84","274"
"Gasterosteus_aculeatus.groupXVI.8600325.8600459.fas","96","210"
"Gasterosteus_aculeatus.groupXVI.9667299.9667178.fas","95","826"
"Gasterosteus_aculeatus.groupXVI.9680696.9680571.fas","97","1661"
"Gasterosteus_aculeatus.groupXVII.12028390.12028212.fas","95","607"
"Gasterosteus_aculeatus.groupXVII.12062536.12062339.fas","71","118"
"Gasterosteus_aculeatus.groupXVII.14050354.14050159.fas","95","2485"
"Gasterosteus_aculeatus.groupXVII.14128819.14128957.fas","49","190"
"Gasterosteus_aculeatus.groupXVII.1430671.1430812.fas","67","415"
"Gasterosteus_aculeatus.groupXVII.1705921.1705733.fas","94","572"
"Gasterosteus_aculeatus.groupXVII.4136326.4136194.fas","67","203"
"Gasterosteus_aculeatus.groupXVII.5218778.5218485.fas","70","187"
"Gasterosteus_aculeatus.groupXVII.522242.522067.fas","96","1038"
"Gasterosteus_aculeatus.groupXVII.5477578.5477129.fas","50","4"
"Gasterosteus_aculeatus.groupXVII.5499489.5499766.fas","95","28"
"Gasterosteus_aculeatus.groupXVII.6141615.6141470.fas","76","980"
"Gasterosteus_aculeatus.groupXVII.6274203.6274520.fas","89","4"
"Gasterosteus_aculeatus.groupXVII.8479557.8479232.fas","65","17"
"Gasterosteus_aculeatus.groupXVII.8664195.8664342.fas","97","187"
"Gasterosteus_aculeatus.groupXVII.9821566.9821357.fas","93","87"
"Gasterosteus_aculeatus.groupXVII.9821992.9821686.fas","49","29"
"Gasterosteus_aculeatus.groupXVIII.10382563.10382417.fas","96","866"
"Gasterosteus_aculeatus.groupXVIII.10387949.10387773.fas","95","754"
"Gasterosteus_aculeatus.groupXVIII.10682118.10682294.fas","86","203"
"Gasterosteus_aculeatus.groupXVIII.10697957.10698137.fas","92","431"
"Gasterosteus_aculeatus.groupXVIII.11082912.11082460.fas","80","43"
"Gasterosteus_aculeatus.groupXVIII.11205612.11205735.fas","92","2002"
"Gasterosteus_aculeatus.groupXVIII.11229126.11229296.fas","60","215"
"Gasterosteus_aculeatus.groupXVIII.11401659.11401526.fas","69","326"
"Gasterosteus_aculeatus.groupXVIII.11429336.11429200.fas","75","1451"
"Gasterosteus_aculeatus.groupXVIII.11438125.11438263.fas","63","506"
"Gasterosteus_aculeatus.groupXVIII.11613606.11613481.fas","93","1021"
"Gasterosteus_aculeatus.groupXVIII.11701297.11701434.fas","50","113"
"Gasterosteus_aculeatus.groupXVIII.11822143.11822320.fas","85","536"
"Gasterosteus_aculeatus.groupXVIII.12222245.12222489.fas","96","100"
"Gasterosteus_aculeatus.groupXVIII.12223119.12223396.fas","92","542"
"Gasterosteus_aculeatus.groupXVIII.12487606.12487751.fas","73","759"
"Gasterosteus_aculeatus.groupXVIII.12492229.12492059.fas","96","724"
"Gasterosteus_aculeatus.groupXVIII.12553810.12553671.fas","95","1499"
"Gasterosteus_aculeatus.groupXVIII.13380104.13379981.fas","84","1976"
"Gasterosteus_aculeatus.groupXVIII.13790008.13789871.fas","81","682"
"Gasterosteus_aculeatus.groupXVIII.14058466.14058282.fas","93","268"
"Gasterosteus_aculeatus.groupXVIII.15007980.15007775.fas","95","178"
"Gasterosteus_aculeatus.groupXVIII.3061777.3061899.fas","64","1048"
"Gasterosteus_aculeatus.groupXVIII.3245898.3245650.fas","80","676"
"Gasterosteus_aculeatus.groupXVIII.3258327.3258166.fas","94","425"
"Gasterosteus_aculeatus.groupXVIII.3413358.3413221.fas","96","941"
"Gasterosteus_aculeatus.groupXVIII.5502914.5502583.fas","87","35"
"Gasterosteus_aculeatus.groupXVIII.5506526.5506933.fas","83","48"
"Gasterosteus_aculeatus.groupXVIII.5823115.5823293.fas","88","155"
"Gasterosteus_aculeatus.groupXVIII.7511499.7511376.fas","56","257"
"Gasterosteus_aculeatus.groupXVIII.7539187.7539023.fas","97","1837"
"Gasterosteus_aculeatus.groupXVIII.8695547.8695737.fas","50","138"
"Gasterosteus_aculeatus.groupXVIII.9308800.9308926.fas","63","338"
"Gasterosteus_aculeatus.groupXVIII.9606470.9606276.fas","96","96"
"Gasterosteus_aculeatus.groupXVIII.978292.978023.fas","95","94"
"Gasterosteus_aculeatus.groupXX.10526127.10525955.fas","94","452"
"Gasterosteus_aculeatus.groupXX.10657776.10657529.fas","84","102"
"Gasterosteus_aculeatus.groupXX.10725140.10724986.fas","93","214"
"Gasterosteus_aculeatus.groupXX.10725764.10725237.fas","87","6"
"Gasterosteus_aculeatus.groupXX.11386432.11386214.fas","50","84"
"Gasterosteus_aculeatus.groupXX.11912026.11911904.fas","95","464"
"Gasterosteus_aculeatus.groupXX.12636174.12636047.fas","87","555"
"Gasterosteus_aculeatus.groupXX.12725449.12725273.fas","49","295"
"Gasterosteus_aculeatus.groupXX.12848020.12848150.fas","97","497"
"Gasterosteus_aculeatus.groupXX.12852256.12852107.fas","67","618"
"Gasterosteus_aculeatus.groupXX.13184699.13184552.fas","97","717"
"Gasterosteus_aculeatus.groupXX.13427022.13426822.fas","86","220"
"Gasterosteus_aculeatus.groupXX.14880288.14880159.fas","94","1307"
"Gasterosteus_aculeatus.groupXX.15628012.15628244.fas","54","67"
"Gasterosteus_aculeatus.groupXX.158613.159330.fas","78","12"
"Gasterosteus_aculeatus.groupXX.163719.163940.fas","62","172"
"Gasterosteus_aculeatus.groupXX.17383619.17383395.fas","95","257"
"Gasterosteus_aculeatus.groupXX.17724770.17724936.fas","73","155"
"Gasterosteus_aculeatus.groupXX.18653582.18653731.fas","96","146"
"Gasterosteus_aculeatus.groupXX.2295562.2295423.fas","94","1024"
"Gasterosteus_aculeatus.groupXX.2571877.2572088.fas","49","98"
"Gasterosteus_aculeatus.groupXX.3230241.3229727.fas","75","5"
"Gasterosteus_aculeatus.groupXX.3270272.3270069.fas","94","40"
"Gasterosteus_aculeatus.groupXX.3470303.3469995.fas","96","268"
"Gasterosteus_aculeatus.groupXX.4988515.4988666.fas","93","346"
"Gasterosteus_aculeatus.groupXX.6452703.6452921.fas","97","974"
"Gasterosteus_aculeatus.groupXX.7791482.7791250.fas","96","279"
"Gasterosteus_aculeatus.groupXX.8138072.8138252.fas","96","453"
"Gasterosteus_aculeatus.groupXX.8228544.8228350.fas","90","163"
"Gasterosteus_aculeatus.groupXX.9013764.9013270.fas","91","4"
"Gasterosteus_aculeatus.groupXX.9906285.9905411.fas","68","2"
"Gasterosteus_aculeatus.groupXXI.11663956.11664125.fas","88","702"
"Gasterosteus_aculeatus.groupXXI.11665464.11665589.fas","53","289"
"Gasterosteus_aculeatus.groupXXI.2067209.2067348.fas","93","1313"
"Gasterosteus_aculeatus.groupXXI.2124406.2124205.fas","91","311"
"Gasterosteus_aculeatus.groupXXI.2129585.2129361.fas","93","190"
"Gasterosteus_aculeatus.groupXXI.2700451.2700266.fas","94","687"
"Gasterosteus_aculeatus.groupXXI.5771420.5771246.fas","65","173"
"Gasterosteus_aculeatus.groupXXI.5947362.5947064.fas","95","710"
"Gasterosteus_aculeatus.groupXXI.663026.663196.fas","72","440"
"Gasterosteus_aculeatus.groupXXI.7005783.7005410.fas","86","91"
"Gasterosteus_aculeatus.groupXXI.7239912.7240072.fas","97","750"
"Gasterosteus_aculeatus.groupXXI.7247458.7247624.fas","95","842"
"Gasterosteus_aculeatus.groupXXI.7730562.7729574.fas","66","0"
"Gasterosteus_aculeatus.groupXXI.7998603.7998854.fas","87","63"
"Gasterosteus_aculeatus.groupXXI.8714495.8714364.fas","87","2630"
"Gasterosteus_aculeatus.groupXXI.8793629.8793003.fas","75","12"
"Gasterosteus_aculeatus.groupXXI.9082048.9082180.fas","76","926"
"Gasterosteus_aculeatus.groupXXI.9100127.9100284.fas","96","884"
"Gasterosteus_aculeatus.scaffold_106.26919.26778.fas","90","303"
"Gasterosteus_aculeatus.scaffold_120.265946.265799.fas","56","95"
"Gasterosteus_aculeatus.scaffold_121.149288.149128.fas","79","1088"
"Gasterosteus_aculeatus.scaffold_126.132619.132475.fas","96","1547"
"Gasterosteus_aculeatus.scaffold_126.133694.133573.fas","79","1019"
"Gasterosteus_aculeatus.scaffold_126.133903.133776.fas","58","865"
"Gasterosteus_aculeatus.scaffold_126.152577.152801.fas","76","26"
"Gasterosteus_aculeatus.scaffold_128.142281.142562.fas","96","456"
"Gasterosteus_aculeatus.scaffold_175.170681.170835.fas","64","143"
"Gasterosteus_aculeatus.scaffold_221.53944.53808.fas","87","399"
"Gasterosteus_aculeatus.scaffold_221.54430.54293.fas","91","176"
"Gasterosteus_aculeatus.scaffold_247.21106.21295.fas","61","472"
"Gasterosteus_aculeatus.scaffold_27.1015233.1015094.fas","68","198"
"Gasterosteus_aculeatus.scaffold_27.1038639.1038391.fas","96","554"
"Gasterosteus_aculeatus.scaffold_27.1153898.1154115.fas","94","686"
"Gasterosteus_aculeatus.scaffold_27.1192636.1192509.fas","93","1015"
"Gasterosteus_aculeatus.scaffold_27.1194263.1194125.fas","64","400"
"Gasterosteus_aculeatus.scaffold_27.2151985.2152141.fas","92","83"
"Gasterosteus_aculeatus.scaffold_27.2530031.2530153.fas","82","218"
"Gasterosteus_aculeatus.scaffold_27.3059659.3059854.fas","93","166"
"Gasterosteus_aculeatus.scaffold_27.3064071.3064227.fas","94","604"
"Gasterosteus_aculeatus.scaffold_27.3283117.3282945.fas","88","283"
"Gasterosteus_aculeatus.scaffold_27.3284303.3284165.fas","80","967"
"Gasterosteus_aculeatus.scaffold_27.3878441.3878285.fas","96","1129"
"Gasterosteus_aculeatus.scaffold_324.12639.12418.fas","49","167"
"Gasterosteus_aculeatus.scaffold_47.1369221.1369429.fas","96","174"
"Gasterosteus_aculeatus.scaffold_47.1540967.1539756.fas","54","0"
"Gasterosteus_aculeatus.scaffold_47.653221.653093.fas","79","287"
"Gasterosteus_aculeatus.scaffold_48.1087538.1087236.fas","90","321"
"Gasterosteus_aculeatus.scaffold_48.1214068.1213901.fas","97","813"
"Gasterosteus_aculeatus.scaffold_56.59563.59761.fas","96","113"
"Gasterosteus_aculeatus.scaffold_58.405795.405941.fas","70","457"
"Gasterosteus_aculeatus.scaffold_68.580204.580024.fas","67","200"
"Gasterosteus_aculeatus.scaffold_74.218766.218909.fas","52","371"
"Gasterosteus_aculeatus.scaffold_76.225290.225088.fas","83","232"
"Gasterosteus_aculeatus.scaffold_84.60429.60582.fas","83","263"
"Gasterosteus_aculeatus.scaffold_88.441617.441789.fas","67","340"
"Gasterosteus_aculeatus.scaffold_90.164561.164758.fas","80","506"
"Gasterosteus_aculeatus.scaffold_938.4417.4287.fas","61","625"
"Gasterosteus_aculeatus.scaffold_95.419425.419191.fas","77","189"
"Gasterosteus_aculeatus.scaffold_98.34962.34698.fas","95","39"
"Gasterosteus_aculeatus.scaffold_98.40443.41507.fas","63","11"
"Gasterosteus_aculeatus.scaffold_99.131079.130887.fas","95","334"
"Oryzias_latipes.1.14410545.14410422.fas","79","629"
"Oryzias_latipes.1.15026039.15026243.fas","96","404"
"Oryzias_latipes.1.21481398.21481529.fas","72","1093"
"Oryzias_latipes.1.22062829.22062952.fas","97","1265"
"Oryzias_latipes.1.22148461.22148745.fas","86","108"
"Oryzias_latipes.1.2307747.2307541.fas","59","156"
"Oryzias_latipes.1.2328602.2328440.fas","93","524"
"Oryzias_latipes.1.2473136.2472909.fas","81","334"
"Oryzias_latipes.1.29964131.29963978.fas","56","530"
"Oryzias_latipes.1.30879819.30879967.fas","94","1363"
"Oryzias_latipes.1.31273289.31273134.fas","72","141"
"Oryzias_latipes.1.32047282.32047127.fas","88","389"
"Oryzias_latipes.1.34004068.34003856.fas","97","183"
"Oryzias_latipes.1.34009792.34009637.fas","66","110"
"Oryzias_latipes.1.34011552.34011354.fas","61","250"
"Oryzias_latipes.1.3830092.3830237.fas","72","422"
"Oryzias_latipes.1.39802452.39802607.fas","97","755"
"Oryzias_latipes.1.3993708.3993553.fas","77","603"
"Oryzias_latipes.1.4813851.4813719.fas","89","419"
"Oryzias_latipes.1.924695.924468.fas","51","30"
"Oryzias_latipes.10.12252121.12251947.fas","78","719"
"Oryzias_latipes.10.13398696.13398557.fas","54","87"
"Oryzias_latipes.10.13399911.13399777.fas","96","984"
"Oryzias_latipes.10.14409527.14409731.fas","92","906"
"Oryzias_latipes.10.2012713.2012582.fas","92","1718"
"Oryzias_latipes.10.2013268.2013119.fas","93","718"
"Oryzias_latipes.10.22289332.22289598.fas","96","536"
"Oryzias_latipes.10.22583341.22583475.fas","83","943"
