Name,# Nucleotide Sequences With Mates,# Nucleotides,# Sequences,%GC,Created Date,Description,Imported From: Filename,Imported From: Path,Max Sequence Length,Min Sequence Length,Modified,SequenceListOrderingRevisionNumber,Size,URN
Danio_rerio.13.19340676.19340812,0,12531,93,54.5%,Thu Jul 02 10:26:25 PDT 2020,,Danio_rerio.13.19340676.19340812.fas,F:\Temnocora\Exon\assemble_result\nf,135,123,Thu Jul 02 10:26:25 PDT 2020,0,29 KB,urn:local:.:jl-c44nqex
Danio_rerio.15.27602959.27602790,0,15516,93,58.3%,Thu Jul 02 10:26:28 PDT 2020,,Danio_rerio.15.27602959.27602790.fas,F:\Temnocora\Exon\assemble_result\nf,168,141,Thu Jul 02 10:26:28 PDT 2020,0,32 KB,urn:local:.:v6-c44nqp7
Danio_rerio.16.18326727.18326871,0,10878,93,54.9%,Thu Jul 02 10:26:29 PDT 2020,,Danio_rerio.16.18326727.18326871.fas,F:\Temnocora\Exon\assemble_result\nf,117,114,Thu Jul 02 10:26:29 PDT 2020,0,27 KB,urn:local:.:yc-c44nqrs
Danio_rerio.17.177244.177091,0,14178,93,59.4%,Thu Jul 02 10:26:31 PDT 2020,,Danio_rerio.17.177244.177091.fas,F:\Temnocora\Exon\assemble_result\nf,153,129,Thu Jul 02 10:26:31 PDT 2020,0,30 KB,urn:local:.:13o-c44nqwd
Danio_rerio.17.183623.183489,0,12456,93,47.7%,Thu Jul 02 10:26:31 PDT 2020,,Danio_rerio.17.183623.183489.fas,F:\Temnocora\Exon\assemble_result\nf,135,108,Thu Jul 02 10:26:31 PDT 2020,0,29 KB,urn:local:.:13x-c44nqwk
Danio_rerio.17.230285.230136,0,13914,93,56.3%,Thu Jul 02 10:26:31 PDT 2020,,Danio_rerio.17.230285.230136.fas,F:\Temnocora\Exon\assemble_result\nf,150,138,Thu Jul 02 10:26:31 PDT 2020,0,30 KB,urn:local:.:159-c44nqxn
Danio_rerio.17.28751528.28751750,0,13932,93,62.0%,Thu Jul 02 10:26:32 PDT 2020,,Danio_rerio.17.28751528.28751750.fas,F:\Temnocora\Exon\assemble_result\nf,150,138,Thu Jul 02 10:26:32 PDT 2020,0,30 KB,urn:local:.:16l-c44nqyt
Danio_rerio.18.32463703.32463930,0,19767,93,53.7%,Thu Jul 02 10:26:34 PDT 2020,,Danio_rerio.18.32463703.32463930.fas,F:\Temnocora\Exon\assemble_result\nf,213,180,Thu Jul 02 10:26:34 PDT 2020,0,36 KB,urn:local:.:1bx-c44nr3d
Danio_rerio.20.38826516.38826315,0,18654,93,62.1%,Thu Jul 02 10:26:37 PDT 2020,,Danio_rerio.20.38826516.38826315.fas,F:\Temnocora\Exon\assemble_result\nf,201,183,Thu Jul 02 10:26:37 PDT 2020,0,35 KB,urn:local:.:1n6-c44nrce
Danio_rerio.20.49394052.49394235,0,16818,93,57.8%,Thu Jul 02 10:26:37 PDT 2020,,Danio_rerio.20.49394052.49394235.fas,F:\Temnocora\Exon\assemble_result\nf,183,147,Thu Jul 02 10:26:37 PDT 2020,0,33 KB,urn:local:.:1o0-c44nrd3
Danio_rerio.20.50227040.50227164,0,11376,93,58.3%,Thu Jul 02 10:26:37 PDT 2020,,Danio_rerio.20.50227040.50227164.fas,F:\Temnocora\Exon\assemble_result\nf,123,108,Thu Jul 02 10:26:37 PDT 2020,0,28 KB,urn:local:.:1of-c44nrdg
Danio_rerio.20.53405421.53405569,0,13608,93,53.1%,Thu Jul 02 10:26:37 PDT 2020,,Danio_rerio.20.53405421.53405569.fas,F:\Temnocora\Exon\assemble_result\nf,147,123,Thu Jul 02 10:26:37 PDT 2020,0,30 KB,urn:local:.:1ou-c44nrdt
Danio_rerio.23.21644299.21644526,0,21159,93,51.5%,Thu Jul 02 10:26:40 PDT 2020,,Danio_rerio.23.21644299.21644526.fas,F:\Temnocora\Exon\assemble_result\nf,228,204,Thu Jul 02 10:26:40 PDT 2020,0,37 KB,urn:local:.:1xx-c44nrlh
Danio_rerio.23.37173559.37173370,0,17535,93,41.8%,Thu Jul 02 10:26:41 PDT 2020,,Danio_rerio.23.37173559.37173370.fas,F:\Temnocora\Exon\assemble_result\nf,189,159,Thu Jul 02 10:26:41 PDT 2020,0,34 KB,urn:local:.:20f-c44nrnl
Danio_rerio.23.46149600.46149475,0,11154,93,72.5%,Thu Jul 02 10:26:41 PDT 2020,,Danio_rerio.23.46149600.46149475.fas,F:\Temnocora\Exon\assemble_result\nf,120,117,Thu Jul 02 10:26:41 PDT 2020,0,27 KB,urn:local:.:20r-c44nrnu
Danio_rerio.24.7673169.7673032,0,12795,93,63.4%,Thu Jul 02 10:26:42 PDT 2020,,Danio_rerio.24.7673169.7673032.fas,F:\Temnocora\Exon\assemble_result\nf,138,120,Thu Jul 02 10:26:42 PDT 2020,0,29 KB,urn:local:.:239-c44nrpx
Danio_rerio.24.8301821.8301700,0,11106,93,49.2%,Thu Jul 02 10:26:42 PDT 2020,,Danio_rerio.24.8301821.8301700.fas,F:\Temnocora\Exon\assemble_result\nf,120,105,Thu Jul 02 10:26:42 PDT 2020,0,27 KB,urn:local:.:23f-c44nrq2
Danio_rerio.24.39216442.39216566,0,11415,93,55.3%,Thu Jul 02 10:26:42 PDT 2020,,Danio_rerio.24.39216442.39216566.fas,F:\Temnocora\Exon\assemble_result\nf,123,105,Thu Jul 02 10:26:42 PDT 2020,0,28 KB,urn:local:.:230-c44nrpq
Danio_rerio.25.17697332.17697628,0,27519,93,58.3%,Thu Jul 02 10:26:42 PDT 2020,,Danio_rerio.25.17697332.17697628.fas,F:\Temnocora\Exon\assemble_result\nf,297,240,Thu Jul 02 10:26:42 PDT 2020,0,43 KB,urn:local:.:24x-c44nrrb
Danio_rerio.25.33567738.33567890,0,14193,93,57.3%,Thu Jul 02 10:26:42 PDT 2020,,Danio_rerio.25.33567738.33567890.fas,F:\Temnocora\Exon\assemble_result\nf,153,141,Thu Jul 02 10:26:42 PDT 2020,0,30 KB,urn:local:.:266-c44nrsb
Gasterosteus_aculeatus.groupI.21084674.21084823,0,13917,93,55.3%,Thu Jul 02 10:26:54 PDT 2020,,Gasterosteus_aculeatus.groupI.21084674.21084823.fas,F:\Temnocora\Exon\assemble_result\nf,150,129,Thu Jul 02 10:26:54 PDT 2020,0,30 KB,urn:local:.:370-c44nsom
Gasterosteus_aculeatus.groupII.5733532.5733724,0,17847,93,62.6%,Thu Jul 02 10:26:56 PDT 2020,,Gasterosteus_aculeatus.groupII.5733532.5733724.fas,F:\Temnocora\Exon\assemble_result\nf,192,186,Thu Jul 02 10:26:56 PDT 2020,0,34 KB,urn:local:.:3ef-c44nsv3
Gasterosteus_aculeatus.groupIII.3877469.3877612,0,13074,93,52.4%,Thu Jul 02 10:26:57 PDT 2020,,Gasterosteus_aculeatus.groupIII.3877469.3877612.fas,F:\Temnocora\Exon\assemble_result\nf,141,120,Thu Jul 02 10:26:57 PDT 2020,0,29 KB,urn:local:.:3hf-c44nsxl
Gasterosteus_aculeatus.groupIII.13931238.13930971,0,24801,93,54.9%,Thu Jul 02 10:26:57 PDT 2020,,Gasterosteus_aculeatus.groupIII.13931238.13930971.fas,F:\Temnocora\Exon\assemble_result\nf,267,237,Thu Jul 02 10:26:57 PDT 2020,0,41 KB,urn:local:.:3g3-c44nswk
Gasterosteus_aculeatus.groupIV.29519237.29519392,0,12186,93,51.3%,Thu Jul 02 10:26:59 PDT 2020,,Gasterosteus_aculeatus.groupIV.29519237.29519392.fas,F:\Temnocora\Exon\assemble_result\nf,135,108,Thu Jul 02 10:26:59 PDT 2020,0,28 KB,urn:local:.:3m6-c44nt1j
Gasterosteus_aculeatus.groupIX.8651590.8651827,0,22041,93,49.9%,Thu Jul 02 10:27:01 PDT 2020,,Gasterosteus_aculeatus.groupIX.8651590.8651827.fas,F:\Temnocora\Exon\assemble_result\nf,237,237,Thu Jul 02 10:27:01 PDT 2020,0,38 KB,urn:local:.:3sc-c44nt72
Gasterosteus_aculeatus.groupIX.10318026.10317851,0,16179,93,68.1%,Thu Jul 02 10:26:59 PDT 2020,,Gasterosteus_aculeatus.groupIX.10318026.10317851.fas,F:\Temnocora\Exon\assemble_result\nf,174,171,Thu Jul 02 10:26:59 PDT 2020,0,32 KB,urn:local:.:3nx-c44nt2x
Gasterosteus_aculeatus.groupV.121793.122059,0,24741,93,45.6%,Thu Jul 02 10:27:01 PDT 2020,,Gasterosteus_aculeatus.groupV.121793.122059.fas,F:\Temnocora\Exon\assemble_result\nf,267,216,Thu Jul 02 10:27:01 PDT 2020,0,41 KB,urn:local:.:3uf-c44nt8s
Gasterosteus_aculeatus.groupVI.82876.83261,0,35607,93,60.7%,Thu Jul 02 10:27:03 PDT 2020,,Gasterosteus_aculeatus.groupVI.82876.83261.fas,F:\Temnocora\Exon\assemble_result\nf,384,318,Thu Jul 02 10:27:03 PDT 2020,0,51 KB,urn:local:.:40o-c44ntdt
Gasterosteus_aculeatus.groupVII.4299616.4299823,0,18873,93,60.2%,Thu Jul 02 10:27:05 PDT 2020,,Gasterosteus_aculeatus.groupVII.4299616.4299823.fas,F:\Temnocora\Exon\assemble_result\nf,204,165,Thu Jul 02 10:27:05 PDT 2020,0,35 KB,urn:local:.:460-c44ntic
Gasterosteus_aculeatus.groupVII.14373520.14373800,0,25890,93,58.0%,Thu Jul 02 10:27:04 PDT 2020,,Gasterosteus_aculeatus.groupVII.14373520.14373800.fas,F:\Temnocora\Exon\assemble_result\nf,279,252,Thu Jul 02 10:27:04 PDT 2020,0,42 KB,urn:local:.:429-c44ntfa
Gasterosteus_aculeatus.groupXI.14272044.14271870,0,15066,93,52.2%,Thu Jul 02 10:27:07 PDT 2020,,Gasterosteus_aculeatus.groupXI.14272044.14271870.fas,F:\Temnocora\Exon\assemble_result\nf,162,162,Thu Jul 02 10:27:07 PDT 2020,0,31 KB,urn:local:.:4cu-c44nto6
Gasterosteus_aculeatus.groupXII.8159968.8159797,0,15546,93,50.0%,Thu Jul 02 10:27:09 PDT 2020,,Gasterosteus_aculeatus.groupXII.8159968.8159797.fas,F:\Temnocora\Exon\assemble_result\nf,168,135,Thu Jul 02 10:27:09 PDT 2020,0,32 KB,urn:local:.:4l0-c44ntup
Gasterosteus_aculeatus.groupXII.10446925.10446753,0,15843,93,51.6%,Thu Jul 02 10:27:08 PDT 2020,,Gasterosteus_aculeatus.groupXII.10446925.10446753.fas,F:\Temnocora\Exon\assemble_result\nf,171,147,Thu Jul 02 10:27:08 PDT 2020,0,32 KB,urn:local:.:4fl-c44ntqc
Gasterosteus_aculeatus.groupXIII.14046265.14045973,0,26817,93,56.0%,Thu Jul 02 10:27:10 PDT 2020,,Gasterosteus_aculeatus.groupXIII.14046265.14045973.fas,F:\Temnocora\Exon\assemble_result\nf,291,243,Thu Jul 02 10:27:10 PDT 2020,0,43 KB,urn:local:.:4no-c44ntwt
Gasterosteus_aculeatus.groupXIX.4461522.4461667,0,13365,93,58.4%,Thu Jul 02 10:27:14 PDT 2020,,Gasterosteus_aculeatus.groupXIX.4461522.4461667.fas,F:\Temnocora\Exon\assemble_result\nf,144,135,Thu Jul 02 10:27:14 PDT 2020,0,30 KB,urn:local:.:503-c44nu7s
Gasterosteus_aculeatus.groupXIX.16760830.16760707,0,11433,93,48.0%,Thu Jul 02 10:27:13 PDT 2020,,Gasterosteus_aculeatus.groupXIX.16760830.16760707.fas,F:\Temnocora\Exon\assemble_result\nf,123,117,Thu Jul 02 10:27:13 PDT 2020,0,28 KB,urn:local:.:4y3-c44nu64
Gasterosteus_aculeatus.groupXIX.18021050.18021246,0,18126,93,56.0%,Thu Jul 02 10:27:14 PDT 2020,,Gasterosteus_aculeatus.groupXIX.18021050.18021246.fas,F:\Temnocora\Exon\assemble_result\nf,195,186,Thu Jul 02 10:27:14 PDT 2020,0,34 KB,urn:local:.:4z6-c44nu70
Gasterosteus_aculeatus.groupXIX.18045004.18045161,0,13926,93,48.0%,Thu Jul 02 10:27:14 PDT 2020,,Gasterosteus_aculeatus.groupXIX.18045004.18045161.fas,F:\Temnocora\Exon\assemble_result\nf,150,144,Thu Jul 02 10:27:14 PDT 2020,0,30 KB,urn:local:.:4z9-c44nu74
Gasterosteus_aculeatus.groupXV.298816.298643,0,15774,93,56.2%,Thu Jul 02 10:27:15 PDT 2020,,Gasterosteus_aculeatus.groupXV.298816.298643.fas,F:\Temnocora\Exon\assemble_result\nf,171,141,Thu Jul 02 10:27:15 PDT 2020,0,32 KB,urn:local:.:54l-c44nubf
Gasterosteus_aculeatus.groupXV.4924439.4924319,0,11118,93,49.6%,Thu Jul 02 10:27:15 PDT 2020,,Gasterosteus_aculeatus.groupXV.4924439.4924319.fas,F:\Temnocora\Exon\assemble_result\nf,120,102,Thu Jul 02 10:27:15 PDT 2020,0,27 KB,urn:local:.:559-c44nuby
Gasterosteus_aculeatus.groupXVI.2452991.2453116,0,11388,93,59.5%,Thu Jul 02 10:27:17 PDT 2020,,Gasterosteus_aculeatus.groupXVI.2452991.2453116.fas,F:\Temnocora\Exon\assemble_result\nf,123,99,Thu Jul 02 10:27:17 PDT 2020,0,28 KB,urn:local:.:5al-c44nug8
Gasterosteus_aculeatus.groupXVIII.10697957.10698137,0,16698,93,55.7%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.10697957.10698137.fas,F:\Temnocora\Exon\assemble_result\nf,180,150,Thu Jul 02 10:27:19 PDT 2020,0,33 KB,urn:local:.:5fu-c44nukm
Gasterosteus_aculeatus.groupXVIII.11205612.11205735,0,11412,93,54.3%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.11205612.11205735.fas,F:\Temnocora\Exon\assemble_result\nf,123,108,Thu Jul 02 10:27:19 PDT 2020,0,28 KB,urn:local:.:5g0-c44nuks
Gasterosteus_aculeatus.groupXVIII.12223119.12223396,0,24528,93,57.8%,Thu Jul 02 10:27:19 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.12223119.12223396.fas,F:\Temnocora\Exon\assemble_result\nf,270,219,Thu Jul 02 10:27:19 PDT 2020,0,41 KB,urn:local:.:5h0-c44null
Gasterosteus_aculeatus.scaffold_27.2151985.2152141,0,14439,93,53.9%,Thu Jul 02 10:27:23 PDT 2020,,Gasterosteus_aculeatus.scaffold_27.2151985.2152141.fas,F:\Temnocora\Exon\assemble_result\nf,156,126,Thu Jul 02 10:27:23 PDT 2020,0,31 KB,urn:local:.:5t9-c44nuw1
Oryzias_latipes.3.19022176.19022504,0,28110,93,51.6%,Thu Jul 02 10:27:36 PDT 2020,,Oryzias_latipes.3.19022176.19022504.fas,F:\Temnocora\Exon\assemble_result\nf,321,252,Thu Jul 02 10:27:36 PDT 2020,0,44 KB,urn:local:.:72c-c44nvxz
Oryzias_latipes.3.23819073.23819204,0,12231,93,51.3%,Thu Jul 02 10:27:37 PDT 2020,,Oryzias_latipes.3.23819073.23819204.fas,F:\Temnocora\Exon\assemble_result\nf,132,123,Thu Jul 02 10:27:37 PDT 2020,0,28 KB,urn:local:.:733-c44nvyq
Oryzias_latipes.3.30781318.30781473,0,14136,93,54.9%,Thu Jul 02 10:27:37 PDT 2020,,Oryzias_latipes.3.30781318.30781473.fas,F:\Temnocora\Exon\assemble_result\nf,153,126,Thu Jul 02 10:27:37 PDT 2020,0,30 KB,urn:local:.:73i-c44nvz3
Oryzias_latipes.5.554018.554281,0,23610,93,47.4%,Thu Jul 02 10:27:39 PDT 2020,,Oryzias_latipes.5.554018.554281.fas,F:\Temnocora\Exon\assemble_result\nf,255,210,Thu Jul 02 10:27:39 PDT 2020,0,40 KB,urn:local:.:7al-c44nw52
Oryzias_latipes.7.13386869.13386649,0,18660,93,49.1%,Thu Jul 02 10:27:41 PDT 2020,,Oryzias_latipes.7.13386869.13386649.fas,F:\Temnocora\Exon\assemble_result\nf,210,183,Thu Jul 02 10:27:41 PDT 2020,0,35 KB,urn:local:.:7ff-c44nw9r
Oryzias_latipes.8.6444197.6444358,0,14730,93,58.6%,Thu Jul 02 10:27:42 PDT 2020,,Oryzias_latipes.8.6444197.6444358.fas,F:\Temnocora\Exon\assemble_result\nf,159,132,Thu Jul 02 10:27:42 PDT 2020,0,31 KB,urn:local:.:7jf-c44nwcx
Oryzias_latipes.10.2012713.2012582,0,11970,93,48.8%,Thu Jul 02 10:27:25 PDT 2020,,Oryzias_latipes.10.2012713.2012582.fas,F:\Temnocora\Exon\assemble_result\nf,129,114,Thu Jul 02 10:27:25 PDT 2020,0,28 KB,urn:local:.:610-c44nv2t
Oryzias_latipes.10.14409527.14409731,0,18666,93,52.3%,Thu Jul 02 10:27:25 PDT 2020,,Oryzias_latipes.10.14409527.14409731.fas,F:\Temnocora\Exon\assemble_result\nf,201,180,Thu Jul 02 10:27:25 PDT 2020,0,35 KB,urn:local:.:60x-c44nv2q
Oryzias_latipes.13.5729239.5728728,0,44574,93,58.2%,Thu Jul 02 10:27:27 PDT 2020,,Oryzias_latipes.13.5729239.5728728.fas,F:\Temnocora\Exon\assemble_result\nf,489,399,Thu Jul 02 10:27:27 PDT 2020,0,60 KB,urn:local:.:68f-c44nv8z
Oryzias_latipes.13.9522077.9521886,0,17013,93,54.3%,Thu Jul 02 10:27:27 PDT 2020,,Oryzias_latipes.13.9522077.9521886.fas,F:\Temnocora\Exon\assemble_result\nf,186,174,Thu Jul 02 10:27:27 PDT 2020,0,33 KB,urn:local:.:68l-c44nv94
Oryzias_latipes.13.18279044.18279188,0,13338,93,59.2%,Thu Jul 02 10:27:27 PDT 2020,,Oryzias_latipes.13.18279044.18279188.fas,F:\Temnocora\Exon\assemble_result\nf,144,117,Thu Jul 02 10:27:27 PDT 2020,0,30 KB,urn:local:.:670-c44nv7t
Oryzias_latipes.17.5624264.5624390,0,11691,93,55.3%,Thu Jul 02 10:27:30 PDT 2020,,Oryzias_latipes.17.5624264.5624390.fas,F:\Temnocora\Exon\assemble_result\nf,126,105,Thu Jul 02 10:27:30 PDT 2020,0,28 KB,urn:local:.:6i6-c44nvh0
Oryzias_latipes.21.6683195.6682965,0,19635,93,64.7%,Thu Jul 02 10:27:33 PDT 2020,,Oryzias_latipes.21.6683195.6682965.fas,F:\Temnocora\Exon\assemble_result\nf,228,198,Thu Jul 02 10:27:33 PDT 2020,0,36 KB,urn:local:.:6qu-c44nvo6
Oryzias_latipes.22.7264558.7264430,0,11652,93,60.0%,Thu Jul 02 10:27:34 PDT 2020,,Oryzias_latipes.22.7264558.7264430.fas,F:\Temnocora\Exon\assemble_result\nf,126,108,Thu Jul 02 10:27:34 PDT 2020,0,28 KB,urn:local:.:6vo-c44nvsg
Oryzias_latipes.scaffold1049.8199.8040,0,14388,93,58.9%,Thu Jul 02 10:27:43 PDT 2020,,Oryzias_latipes.scaffold1049.8199.8040.fas,F:\Temnocora\Exon\assemble_result\nf,156,126,Thu Jul 02 10:27:43 PDT 2020,0,31 KB,urn:local:.:7o6-c44nwgq
Tetraodon_nigroviridis.1.15357685.15357502,0,16992,93,47.3%,Thu Jul 02 10:27:45 PDT 2020,,Tetraodon_nigroviridis.1.15357685.15357502.fas,F:\Temnocora\Exon\assemble_result\nf,183,168,Thu Jul 02 10:27:45 PDT 2020,0,33 KB,urn:local:.:7v6-c44nwmd
Tetraodon_nigroviridis.2.6885537.6885745,0,18621,93,60.1%,Thu Jul 02 10:27:56 PDT 2020,,Tetraodon_nigroviridis.2.6885537.6885745.fas,F:\Temnocora\Exon\assemble_result\nf,201,180,Thu Jul 02 10:27:56 PDT 2020,0,35 KB,urn:local:.:8vo-c44nxhc
Tetraodon_nigroviridis.3.10317976.10318122,0,13530,93,52.0%,Thu Jul 02 10:27:57 PDT 2020,,Tetraodon_nigroviridis.3.10317976.10318122.fas,F:\Temnocora\Exon\assemble_result\nf,147,123,Thu Jul 02 10:27:57 PDT 2020,0,30 KB,urn:local:.:8z0-c44nxk5
Tetraodon_nigroviridis.9.3209891.3209636,0,23331,93,53.4%,Thu Jul 02 10:28:03 PDT 2020,,Tetraodon_nigroviridis.9.3209891.3209636.fas,F:\Temnocora\Exon\assemble_result\nf,255,210,Thu Jul 02 10:28:03 PDT 2020,0,39 KB,urn:local:.:9fu-c44nxyp
Tetraodon_nigroviridis.10.12172192.12172009,0,17019,93,58.6%,Thu Jul 02 10:27:47 PDT 2020,,Tetraodon_nigroviridis.10.12172192.12172009.fas,F:\Temnocora\Exon\assemble_result\nf,183,183,Thu Jul 02 10:27:47 PDT 2020,0,33 KB,urn:local:.:7zi-c44nwq7
Tetraodon_nigroviridis.11.3046273.3046090,0,16980,93,52.8%,Thu Jul 02 10:27:48 PDT 2020,,Tetraodon_nigroviridis.11.3046273.3046090.fas,F:\Temnocora\Exon\assemble_result\nf,183,147,Thu Jul 02 10:27:48 PDT 2020,0,33 KB,urn:local:.:846-c44nwu3
Tetraodon_nigroviridis.12.10757985.10758253,0,22908,93,62.1%,Thu Jul 02 10:27:48 PDT 2020,,Tetraodon_nigroviridis.12.10757985.10758253.fas,F:\Temnocora\Exon\assemble_result\nf,252,204,Thu Jul 02 10:27:48 PDT 2020,0,39 KB,urn:local:.:85o-c44nwvd
Tetraodon_nigroviridis.12.10807658.10807874,0,20085,93,59.7%,Thu Jul 02 10:27:48 PDT 2020,,Tetraodon_nigroviridis.12.10807658.10807874.fas,F:\Temnocora\Exon\assemble_result\nf,216,213,Thu Jul 02 10:27:48 PDT 2020,0,36 KB,urn:local:.:860-c44nwvn
Tetraodon_nigroviridis.13.5082950.5082806,0,13308,93,49.7%,Thu Jul 02 10:27:50 PDT 2020,,Tetraodon_nigroviridis.13.5082950.5082806.fas,F:\Temnocora\Exon\assemble_result\nf,144,123,Thu Jul 02 10:27:50 PDT 2020,0,30 KB,urn:local:.:8a3-c44nwz4
Tetraodon_nigroviridis.14.6009453.6009298,0,14091,93,59.8%,Thu Jul 02 10:27:51 PDT 2020,,Tetraodon_nigroviridis.14.6009453.6009298.fas,F:\Temnocora\Exon\assemble_result\nf,153,129,Thu Jul 02 10:27:51 PDT 2020,0,30 KB,urn:local:.:8df-c44nx28
Tetraodon_nigroviridis.16.6843153.6843278,0,11682,93,67.1%,Thu Jul 02 10:27:52 PDT 2020,,Tetraodon_nigroviridis.16.6843153.6843278.fas,F:\Temnocora\Exon\assemble_result\nf,126,114,Thu Jul 02 10:27:52 PDT 2020,0,28 KB,urn:local:.:8i3-c44nx62
Tetraodon_nigroviridis.17.534080.534219,0,12282,93,58.3%,Thu Jul 02 10:27:53 PDT 2020,,Tetraodon_nigroviridis.17.534080.534219.fas,F:\Temnocora\Exon\assemble_result\nf,138,111,Thu Jul 02 10:27:53 PDT 2020,0,29 KB,urn:local:.:8l3-c44nx8i
Tetraodon_nigroviridis.17.11433755.11433605,0,13590,93,57.1%,Thu Jul 02 10:27:53 PDT 2020,,Tetraodon_nigroviridis.17.11433755.11433605.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:27:53 PDT 2020,0,30 KB,urn:local:.:8jf-c44nx75
Tetraodon_nigroviridis.18.337528.337741,0,19707,93,63.4%,Thu Jul 02 10:27:54 PDT 2020,,Tetraodon_nigroviridis.18.337528.337741.fas,F:\Temnocora\Exon\assemble_result\nf,213,171,Thu Jul 02 10:27:54 PDT 2020,0,36 KB,urn:local:.:8nr-c44nxb2
Tetraodon_nigroviridis.Un_random.54338027.54337848,0,15492,93,58.6%,Thu Jul 02 10:28:06 PDT 2020,,Tetraodon_nigroviridis.Un_random.54338027.54337848.fas,F:\Temnocora\Exon\assemble_result\nf,168,135,Thu Jul 02 10:28:06 PDT 2020,0,32 KB,urn:local:.:9r3-c44ny87
Tetraodon_nigroviridis.Un_random.96042125.96042295,0,15882,93,53.5%,Thu Jul 02 10:28:08 PDT 2020,,Tetraodon_nigroviridis.Un_random.96042125.96042295.fas,F:\Temnocora\Exon\assemble_result\nf,171,150,Thu Jul 02 10:28:08 PDT 2020,0,32 KB,urn:local:.:9wx-c44nyd7
Danio_rerio.2.16221300.16221158,0,13233,94,52.2%,Thu Jul 02 10:26:35 PDT 2020,,Danio_rerio.2.16221300.16221158.fas,F:\Temnocora\Exon\assemble_result\nf,141,132,Thu Jul 02 10:26:35 PDT 2020,0,30 KB,urn:local:.:1i9-c44nr8e
Danio_rerio.3.55453519.55453332,0,17442,94,58.6%,Thu Jul 02 10:26:44 PDT 2020,,Danio_rerio.3.55453519.55453332.fas,F:\Temnocora\Exon\assemble_result\nf,186,162,Thu Jul 02 10:26:44 PDT 2020,0,34 KB,urn:local:.:2a0-c44nrvq
Danio_rerio.3.61201649.61201261,0,35583,94,64.6%,Thu Jul 02 10:26:44 PDT 2020,,Danio_rerio.3.61201649.61201261.fas,F:\Temnocora\Exon\assemble_result\nf,387,312,Thu Jul 02 10:26:44 PDT 2020,0,51 KB,urn:local:.:2ai-c44nrwa
Danio_rerio.5.26790347.26790172,0,15669,94,59.8%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.26790347.26790172.fas,F:\Temnocora\Exon\assemble_result\nf,174,141,Thu Jul 02 10:26:46 PDT 2020,0,32 KB,urn:local:.:2f9-c44ns1n
Danio_rerio.5.32228605.32228818,0,19770,94,55.1%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.32228605.32228818.fas,F:\Temnocora\Exon\assemble_result\nf,213,210,Thu Jul 02 10:26:46 PDT 2020,0,36 KB,urn:local:.:2fl-c44ns1x
Danio_rerio.5.72423975.72423845,0,12093,94,55.3%,Thu Jul 02 10:26:47 PDT 2020,,Danio_rerio.5.72423975.72423845.fas,F:\Temnocora\Exon\assemble_result\nf,129,117,Thu Jul 02 10:26:47 PDT 2020,0,29 KB,urn:local:.:2j6-c44ns4x
Danio_rerio.6.2266456.2266585,0,12090,94,49.1%,Thu Jul 02 10:26:47 PDT 2020,,Danio_rerio.6.2266456.2266585.fas,F:\Temnocora\Exon\assemble_result\nf,129,108,Thu Jul 02 10:26:47 PDT 2020,0,29 KB,urn:local:.:2ko-c44ns64
Danio_rerio.6.2271212.2271364,0,14067,94,54.8%,Thu Jul 02 10:26:48 PDT 2020,,Danio_rerio.6.2271212.2271364.fas,F:\Temnocora\Exon\assemble_result\nf,150,120,Thu Jul 02 10:26:48 PDT 2020,0,30 KB,urn:local:.:2ku-c44ns69
Danio_rerio.6.50351368.50351533,0,15459,94,60.4%,Thu Jul 02 10:26:48 PDT 2020,,Danio_rerio.6.50351368.50351533.fas,F:\Temnocora\Exon\assemble_result\nf,165,138,Thu Jul 02 10:26:48 PDT 2020,0,32 KB,urn:local:.:2n3-c44ns81
Danio_rerio.8.31895502.31895347,0,14640,94,46.0%,Thu Jul 02 10:26:51 PDT 2020,,Danio_rerio.8.31895502.31895347.fas,F:\Temnocora\Exon\assemble_result\nf,156,141,Thu Jul 02 10:26:51 PDT 2020,0,31 KB,urn:local:.:2v0-c44nseo
Danio_rerio.9.17588483.17588217,0,25017,94,66.3%,Thu Jul 02 10:26:52 PDT 2020,,Danio_rerio.9.17588483.17588217.fas,F:\Temnocora\Exon\assemble_result\nf,267,222,Thu Jul 02 10:26:52 PDT 2020,0,41 KB,urn:local:.:2y6-c44nshc
Danio_rerio.10.11300795.11300598,0,18063,94,64.6%,Thu Jul 02 10:26:13 PDT 2020,,Danio_rerio.10.11300795.11300598.fas,F:\Temnocora\Exon\assemble_result\nf,198,159,Thu Jul 02 10:26:13 PDT 2020,0,34 KB,urn:local:.:5c-c44npix
Danio_rerio.10.11740007.11740197,0,17652,94,58.8%,Thu Jul 02 10:26:13 PDT 2020,,Danio_rerio.10.11740007.11740197.fas,F:\Temnocora\Exon\assemble_result\nf,189,159,Thu Jul 02 10:26:13 PDT 2020,0,34 KB,urn:local:.:5i-c44npj3
